playerID,year,tmID,team_wins_prev_year,team_losses_prev_year,team_rank_prev_year,num_teammates_prev_year,avg_teammate_points_prev,avg_teammate_rebounds_prev,avg_teammate_assists_prev,avg_teammate_minutes_prev,avg_teammate_per_min_prev,max_teammate_points_prev,max_teammate_total_prev,avg_teammate_total_prev,std_teammate_total_prev,top3_avg_total_prev,team_weighted_per_min_prev,pos,height,weight,RotY_winner
abrossv01w,2,MIN,15,17,6,13,168.69230769230768,66.92307692307692,38.07692307692308,494.2307692307692,0.25366481581774036,646,829,273.6923076923077,276.4737433631461,697.6666666666666,0.3413229571984436,F,74.0,169.0,0
adamsjo01w,4,MIN,10,22,8,12,140.75,60.833333333333336,34.583333333333336,454.3333333333333,0.2759585358589727,512,683,236.16666666666666,198.81322131512525,517.6666666666666,0.3097945707997065,C,75.0,180.0,0
aguilel01w,3,UTA,19,13,3,12,183.91666666666666,89.16666666666667,43.666666666666664,539.5833333333334,0.2572642926636363,439,802,316.75,284.0531720390648,670.3333333333334,0.3408494208494208,G,67.0,165.0,0
ajavoma01w,9,HOU,13,21,5,15,165.86666666666667,74.4,36.86666666666667,446.53333333333336,0.3330079346531829,639,962,277.1333333333333,263.0485741853629,709.6666666666666,0.3714541654225142,G,68.0,160.0,0
alhalta01w,2,ORL,16,16,3,13,169.84615384615384,71.15384615384616,36.38461538461539,500.0,0.29237333691505907,438,736,277.38461538461536,289.2465898564575,693.0,0.3396923076923077,F-G,72.0,149.0,0
allench01w,9,SAC,19,15,3,12,194.25,93.91666666666667,42.25,535.4166666666666,0.31712323935373926,436,697,330.4166666666667,243.3125406226371,634.6666666666666,0.3628015564202335,G,71.0,135.0,0
amachma01w,2,NYL,20,12,1,13,165.23076923076923,72.3076923076923,36.69230769230769,494.2307692307692,0.3165775122449202,427,702,274.2307692307692,252.436511439396,605.0,0.33431906614785994,F,73.0,175.0,0
ambermo01w,3,SAC,20,12,2,13,176.46153846153845,84.38461538461539,42.92307692307692,501.9230769230769,0.3746424144888399,518,929,303.7692307692308,267.23122130661613,657.6666666666666,0.3515708812260536,F,76.0,169.0,0
anderam01w,7,NYL,18,16,3,15,154.4,64.93333333333334,33.2,461.6666666666667,0.24690730143374498,473,733,252.53333333333333,266.60186117308405,638.3333333333334,0.3344404332129964,F,72.0,167.0,0
anderch01w,4,SAC,14,18,6,14,154.71428571428572,67.78571428571429,35.714285714285715,469.64285714285717,0.27243415776089924,469,697,258.2142857142857,232.10017020887557,558.0,0.3294296577946768,C,78.0,190.0,0
anderjo01w,9,CON,18,16,3,13,205.76923076923077,94.0,47.61538461538461,532.6153846153846,0.3081194109187197,577,860,347.38461538461536,292.0655002054443,787.3333333333334,0.3863373772385904,G,68.0,166.0,0
anosini01w,9,MIN,10,24,6,12,210.0,89.25,47.833333333333336,531.4166666666666,0.34056750637519556,769,984,347.0833333333333,289.31375178117094,740.0,0.3951701427003293,C,75.0,211.0,0
atkinla01w,7,IND,21,13,2,12,180.83333333333334,84.33333333333333,41.083333333333336,577.0833333333334,0.28300884425890777,501,908,306.25,250.7491049562563,630.3333333333334,0.3133574007220217,G-F,72.0,172.0,0
atunrmo01w,9,SAS,20,14,2,10,200.0,93.2,50.0,582.8,0.3055349202684904,553,797,343.2,269.4767769833485,677.3333333333334,0.34317089910775567,G-F,70.0,143.0,0
augusse01w,7,MIN,14,20,6,15,134.26666666666668,56.93333333333333,32.8,406.1333333333333,0.2533381216250998,382,654,224.0,207.69964578001296,519.0,0.33059750492449114,F,72.0,179.0,1
azizle01w,4,IND,16,16,4,13,161.30769230769232,72.92307692307692,34.38461538461539,494.2307692307692,0.2836122021927682,594,988,268.61538461538464,269.9927586873206,693.0,0.32638132295719846,F,75.0,177.0,0
bakersh01w,7,NYL,18,16,3,15,154.4,64.93333333333334,33.2,461.6666666666667,0.24690730143374498,473,733,252.53333333333333,266.60186117308405,638.3333333333334,0.3344404332129964,G,68.0,125.0,0
balesal01w,8,IND,21,13,3,12,202.91666666666666,91.16666666666667,41.75,570.8333333333334,0.3282516697691639,528,880,335.8333333333333,289.92846557645066,734.6666666666666,0.3554744525547445,C,79.0,218.0,0
baranel01w,2,MIA,13,19,6,13,140.84615384615384,73.84615384615384,31.923076923076923,498.0769230769231,0.2717897380240389,396,594,246.6153846153846,170.82180699076372,494.0,0.28277992277992275,F,77.0,182.0,0
barksla01w,2,POR,10,22,7,12,179.58333333333334,78.0,40.0,543.75,0.3131000662441037,538,711,297.5833333333333,202.9094999045514,563.6666666666666,0.3302681992337165,G,70.0,156.0,0
batkosu01w,6,SEA,20,14,2,12,203.08333333333334,88.25,46.0,568.75,0.3195761526400103,634,892,337.3333333333333,297.8170070646902,739.0,0.35706959706959707,C,76.0,203.0,0
batteja01w,6,MIN,18,16,3,12,159.25,70.91666666666667,40.666666666666664,489.3333333333333,0.31282980485885303,432,651,270.8333333333333,189.62778533141437,527.3333333333334,0.32544277929155313,F,73.0,163.0,0
battlas01w,6,SEA,20,14,2,12,203.08333333333334,88.25,46.0,568.75,0.3195761526400103,634,892,337.3333333333333,297.8170070646902,739.0,0.35706959706959707,F,72.0,170.0,0
beardal01w,5,WAS,9,25,7,14,166.42857142857142,77.5,40.57142857142857,491.07142857142856,0.29707093305159066,554,937,284.5,280.27973663686566,706.0,0.3389090909090909,G-F,71.0,160.0,0
beckki01w,9,SEA,17,17,4,14,195.28571428571428,83.14285714285714,38.07142857142857,487.64285714285717,0.30898260447155607,739,1079,316.5,318.64611429271525,798.3333333333334,0.40046872711293396,G,68.0,125.0,0
bennije01w,6,IND,15,19,6,12,183.16666666666666,91.75,46.25,570.8333333333334,0.26908646009231657,568,932,321.1666666666667,276.87274179939624,713.3333333333334,0.3208759124087591,F,75.0,185.0,0
berezva01w,9,SAS,20,14,2,10,200.0,93.2,50.0,582.8,0.3055349202684904,553,797,343.2,269.4767769833485,677.3333333333334,0.34317089910775567,C,76.0,188.78145550425927,0
berthlu01w,3,CLE,22,10,1,15,133.6,63.93333333333333,33.53333333333333,428.3333333333333,0.34130001655583087,404,613,231.06666666666666,204.65562247229812,500.3333333333333,0.31190661478599224,F-C,74.0,188.0,0
bibrzag01w,5,SAS,12,22,6,11,201.36363636363637,104.0909090909091,38.90909090909091,620.4545454545455,0.30435172308967073,470,715,344.3636363636364,259.0066689208109,676.3333333333334,0.32454212454212455,G-F,74.0,168.0,0
birdsu01w,3,SEA,10,22,8,13,147.76923076923077,68.53846153846153,31.692307692307693,503.84615384615387,0.29103108843734016,442,679,248.0,188.6009897464309,516.0,0.2932824427480916,G,69.0,150.0,0
bjorkte01w,5,CHA,18,16,2,11,200.72727272727272,87.9090909090909,45.09090909090909,618.7272727272727,0.30362485663691147,422,614,333.72727272727275,200.08102904028203,574.6666666666666,0.32441962973846605,C,76.0,175.0,0
blackch01w,10,CON,21,13,2,13,200.46153846153845,87.6923076923077,45.69230769230769,498.2307692307692,0.378864623547476,561,843,333.84615384615387,274.28083119127075,751.6666666666666,0.4023467654778447,C,77.0,188.0,0
blueni01w,7,WAS,16,18,5,13,174.07692307692307,72.53846153846153,39.76923076923077,530.7692307692307,0.32151257342649525,422,642,286.38461538461536,262.1632883215912,629.0,0.3279710144927536,G,68.0,163.0,0
blueoc01w,4,HOU,24,8,2,14,148.0,71.5,32.142857142857146,458.92857142857144,0.24285536354256326,592,857,251.64285714285714,286.3689409305247,732.3333333333334,0.32249027237354083,F,73.0,163.0,0
bobbish01w,9,LAS,10,24,7,15,168.86666666666667,75.93333333333334,36.93333333333333,460.0,0.3417647250437131,327,540,281.73333333333335,185.1179032272084,510.3333333333333,0.3671014492753623,G,62.0,130.0,0
boddiwh01w,10,SAC,18,16,4,13,180.53846153846155,82.84615384615384,34.53846153846154,482.0769230769231,0.3231561688538036,463,659,297.9230769230769,232.97906255658165,589.0,0.37450135631083453,G,69.0,149.0,0
bondla01w,7,CHA,6,28,6,16,130.9375,57.8125,30.8125,434.0625,0.2526253005145256,421,624,219.5625,206.455150496825,586.0,0.30165586753059753,G,67.0,132.0,0
bonfisu01w,3,PHO,13,19,5,18,114.66666666666667,52.333333333333336,28.555555555555557,358.3333333333333,0.2448606577814405,395,576,195.55555555555554,194.4700860777435,523.3333333333334,0.32,G,68.0,145.0,0
bonnede01w,10,PHO,16,18,6,14,215.0,87.57142857142857,40.0,487.57142857142856,0.3460331988166794,820,1113,342.57142857142856,348.937445195182,873.3333333333334,0.44096103135071785,G,76.0,136.0,0
bowenli01w,8,NYL,11,23,5,14,169.42857142857142,72.92857142857143,33.92857142857143,491.14285714285717,0.3122621855607536,423,587,276.2857142857143,204.9005119081448,521.6666666666666,0.3449680046538685,G,67.0,145.0,0
boydca01w,2,DET,14,18,5,13,179.30769230769232,75.76923076923077,38.69230769230769,494.2307692307692,0.3701920649366795,441,699,293.7692307692308,206.0890397563449,598.0,0.3628015564202335,F,73.0,172.0,0
braxtka01w,6,DET,17,17,3,15,157.73333333333332,78.0,37.6,456.6666666666667,0.25566716411110135,526,869,273.3333333333333,299.35016921579285,746.3333333333334,0.3454014598540146,F-C,78.0,210.0,0
bristre01w,2,CHA,8,24,8,13,168.15384615384616,71.92307692307692,42.38461538461539,498.0769230769231,0.31773571829091335,565,822,282.46153846153845,246.41787522574174,665.6666666666666,0.3376061776061776,G,70.0,139.0,0
brondsa01w,2,MIA,13,19,6,13,140.84615384615384,73.84615384615384,31.923076923076923,498.0769230769231,0.2717897380240389,396,594,246.6153846153846,170.82180699076372,494.0,0.28277992277992275,G,67.0,136.0,0
brownco01w,4,IND,16,16,4,13,161.30769230769232,72.92307692307692,34.38461538461539,494.2307692307692,0.2836122021927682,594,988,268.61538461538464,269.9927586873206,693.0,0.32638132295719846,G,69.0,150.0,0
brownki01w,3,WAS,10,22,8,14,137.71428571428572,75.35714285714286,30.285714285714285,464.2857142857143,0.24644208512878368,486,808,243.35714285714286,244.00460498266676,605.0,0.2966153846153846,G,70.0,134.0,0
brungje01w,5,CON,18,16,3,11,216.72727272727272,99.54545454545455,47.27272727272727,625.0,0.3153931857491523,548,785,363.54545454545456,261.1449266734331,721.6666666666666,0.3467636363636364,F,73.0,165.0,0
brunsre01w,5,SAC,19,15,3,11,209.0,97.0,51.63636363636363,620.4545454545455,0.3109723525886672,469,763,357.6363636363636,243.93493916504568,654.3333333333334,0.33684981684981685,F,75.0,175.0,0
burgean01w,2,WAS,14,18,4,13,167.3846153846154,72.76923076923077,40.07692307692308,492.3076923076923,0.32502413860091495,561,881,280.2307692307692,290.8106926754224,701.6666666666666,0.34,G,67.0,141.0,0
burseja01w,2,MIN,15,17,6,13,168.69230769230768,66.92307692307692,38.07692307692308,494.2307692307692,0.25366481581774036,646,829,273.6923076923077,276.4737433631461,697.6666666666666,0.3413229571984436,C,77.0,199.0,0
buttsta01w,5,MIN,18,16,4,11,188.8181818181818,79.0909090909091,48.72727272727273,520.8181818181819,0.3168787948169047,620,842,316.6363636363636,265.9895760090131,662.3333333333334,0.36254145575144003,G,71.0,160.0,0
careyja01w,6,CON,18,16,1,11,212.27272727272728,95.0,52.0,627.2727272727273,0.2999707844365293,517,749,359.27272727272725,270.4873715754918,685.0,0.3384057971014493,G,66.0,135.0,0
carsoes01w,9,NYL,16,18,4,14,172.35714285714286,76.78571428571429,35.714285714285715,489.35714285714283,0.3212980791887791,368,628,284.85714285714283,242.7416661463715,595.3333333333334,0.3522113560064224,G-F,72.0,165.0,0
carteam01w,5,DET,25,9,1,13,196.3846153846154,94.61538461538461,41.92307692307692,530.7692307692307,0.3176208729510156,548,860,332.9230769230769,296.0082942358377,719.0,0.37,F,74.0,185.0,0
cashsw01w,3,DET,10,22,7,12,175.25,78.75,39.083333333333336,545.8333333333334,0.30698755808281514,376,596,293.0833333333333,159.28959238576837,487.0,0.32106870229007634,F,73.0,162.0,0
castriz01w,3,MIA,20,12,3,12,163.08333333333334,78.58333333333333,38.916666666666664,547.9166666666666,0.2412646504388851,444,669,280.5833333333333,228.22335882891463,593.6666666666666,0.2976425855513308,F-G,72.0,140.0,0
catchta01w,3,IND,10,22,6,13,165.6153846153846,71.92307692307692,35.23076923076923,498.0769230769231,0.3266362899640916,380,598,272.7692307692308,164.59452899279177,505.3333333333333,0.33250965250965253,F,73.0,167.0,1
caufila01w,3,UTA,19,13,3,12,183.91666666666666,89.16666666666667,43.666666666666664,539.5833333333334,0.2572642926636363,439,802,316.75,284.0531720390648,670.3333333333334,0.3408494208494208,G,69.0,159.0,0
chambco01w,8,CON,26,8,1,14,191.64285714285714,90.57142857142857,45.0,487.64285714285717,0.2949816350006788,525,796,327.2142857142857,283.72092967221494,709.0,0.39299838875054927,G,69.0,160.0,0
chanequ01w,9,CHI,14,20,6,14,180.35714285714286,83.21428571428571,42.642857142857146,498.2142857142857,0.3373671999106026,544,844,306.2142857142857,256.7297826873254,662.3333333333334,0.36200716845878134,G,71.0,160.0,0
chapmji01w,3,DET,10,22,7,12,175.25,78.75,39.083333333333336,545.8333333333334,0.30698755808281514,376,596,293.0833333333333,159.28959238576837,487.0,0.32106870229007634,C,75.0,206.0,0
choneka01w,5,WAS,9,25,7,14,166.42857142857142,77.5,40.57142857142857,491.07142857142856,0.29707093305159066,554,937,284.5,280.27973663686566,706.0,0.3389090909090909,C,75.0,180.0,0
chriska01w,3,PHO,13,19,5,18,114.66666666666667,52.333333333333336,28.555555555555557,358.3333333333333,0.2448606577814405,395,576,195.55555555555554,194.4700860777435,523.3333333333334,0.32,F,74.0,171.0,0
chrissh01w,5,NYL,16,18,6,12,186.91666666666666,79.75,43.916666666666664,570.8333333333334,0.2933384148177995,430,708,310.5833333333333,241.2898891500856,612.0,0.3274452554744526,F,73.0,170.0,0
cironkr01w,10,CON,21,13,2,13,200.46153846153845,87.6923076923077,45.69230769230769,498.2307692307692,0.378864623547476,561,843,333.84615384615387,274.28083119127075,751.6666666666666,0.4023467654778447,G,68.0,150.0,0
coggicl01w,8,CHI,5,29,7,15,154.8,69.13333333333334,33.93333333333333,453.3333333333333,0.29723733810840547,467,715,257.8666666666667,205.09226727314245,567.0,0.34147058823529414,G,71.0,170.0,0
cokermo01w,5,LAS,24,10,1,15,166.6,76.6,39.13333333333333,460.0,0.27006540855298,441,781,282.3333333333333,307.0859969516838,727.3333333333334,0.36217391304347823,F,73.0,180.0,0
colemma01w,10,WAS,10,24,6,16,148.0,70.75,30.1875,426.5625,0.2940451593422623,532,767,248.9375,240.58774386905083,658.6666666666666,0.34695970695970696,G-F,73.0,160.0,0
consuca01w,2,UTA,18,14,5,14,172.35714285714286,77.14285714285714,37.285714285714285,457.14285714285717,0.3239130260047941,543,930,286.7857142857143,281.01715758498244,727.0,0.37703125,G,68.0,144.0,0
coopeca01w,2,NYL,20,12,1,13,165.23076923076923,72.3076923076923,36.69230769230769,494.2307692307692,0.3165775122449202,427,702,274.2307692307692,252.436511439396,605.0,0.33431906614785994,C,76.0,176.0,0
crockda01w,3,UTA,19,13,3,12,183.91666666666666,89.16666666666667,43.666666666666664,539.5833333333334,0.2572642926636363,439,802,316.75,284.0531720390648,670.3333333333334,0.3408494208494208,F,73.0,158.0,0
crockwi01w,9,PHO,23,11,1,13,232.69230769230768,88.61538461538461,52.53846153846154,526.8461538461538,0.3420635892916634,613,917,373.84615384615387,354.96428133777215,856.3333333333334,0.4416703168345744,F,74.0,215.0,0
cunnida01w,3,ORL,13,19,5,12,178.33333333333334,80.83333333333333,37.666666666666664,537.5,0.2969721115180174,433,715,296.8333333333333,244.06438544454667,643.6666666666666,0.33178294573643413,F,72.0,187.0,0
currimo01w,7,CHA,6,28,6,16,130.9375,57.8125,30.8125,434.0625,0.2526253005145256,421,624,219.5625,206.455150496825,586.0,0.30165586753059753,F,72.0,177.0,0
curryed01w,4,PHO,11,21,7,15,139.4,61.2,28.466666666666665,426.6666666666667,0.31074606963234547,473,626,229.06666666666666,194.2614095441893,522.0,0.32671875,G,64.0,138.0,0
dalesst01w,3,WAS,10,22,8,14,137.71428571428572,75.35714285714286,30.285714285714285,464.2857142857143,0.24644208512878368,486,808,243.35714285714286,244.00460498266676,605.0,0.2966153846153846,G-F,72.0,155.0,0
davenje01w,8,NYL,11,23,5,14,169.42857142857142,72.92857142857143,33.92857142857143,491.14285714285717,0.3122621855607536,423,587,276.2857142857143,204.9005119081448,521.6666666666666,0.3449680046538685,C,77.0,215.0,0
davisbr01w,7,LAS,17,17,4,14,166.14285714285714,71.71428571428571,39.357142857142854,485.7142857142857,0.27378277780450827,561,888,277.2142857142857,288.8047460113516,750.6666666666666,0.34205882352941175,G,72.0,172.0,0
davisde01w,8,HOU,18,16,3,13,186.76923076923077,81.61538461538461,39.69230769230769,511.61538461538464,0.3165337493287574,482,780,308.0769230769231,260.56619809511665,698.3333333333334,0.3650578860321756,G,67.0,138.0,0
davista02w,10,DET,22,12,1,19,140.6315789473684,65.6842105263158,31.789473684210527,361.8421052631579,0.30246199150648545,538,821,238.10526315789474,259.9657872226955,694.3333333333334,0.3886545454545455,G,71.0,162.49171097548924,0
derevje01w,5,CON,18,16,3,11,216.72727272727272,99.54545454545455,47.27272727272727,625.0,0.3153931857491523,548,785,363.54545454545456,261.1449266734331,721.6666666666666,0.3467636363636364,G,70.0,140.0,0
desouer01w,3,LAS,28,4,1,11,221.9090909090909,100.45454545454545,54.18181818181818,588.6363636363636,0.34933803391343443,606,977,376.54545454545456,293.8170735802682,694.3333333333334,0.376988416988417,F-C,77.0,190.0,0
donapbe01w,4,NYL,18,14,1,11,189.9090909090909,79.0909090909091,45.09090909090909,586.3636363636364,0.2945057565055294,451,715,314.09090909090907,261.39642482079,613.0,0.3238759689922481,F-C,74.0,195.0,0
doronsh01w,8,NYL,11,23,5,14,169.42857142857142,72.92857142857143,33.92857142857143,491.14285714285717,0.3122621855607536,423,587,276.2857142857143,204.9005119081448,521.6666666666666,0.3449680046538685,G,69.0,145.0,0
douglka01w,2,ORL,16,16,3,13,169.84615384615384,71.15384615384616,36.38461538461539,500.0,0.29237333691505907,438,736,277.38461538461536,289.2465898564575,693.0,0.3396923076923077,G-F,72.0,167.0,0
duffyme01w,7,MIN,14,20,6,15,134.26666666666668,56.93333333333333,32.8,406.1333333333333,0.2533381216250998,382,654,224.0,207.69964578001296,519.0,0.33059750492449114,G,67.0,135.0,0
edwarte01w,4,MIN,10,22,8,12,140.75,60.833333333333336,34.583333333333336,454.3333333333333,0.2759585358589727,512,683,236.16666666666666,198.81322131512525,517.6666666666666,0.3097945707997065,G-F,71.0,155.0,0
elysh01w,6,SAS,9,25,7,15,146.06666666666666,66.86666666666666,32.86666666666667,458.3333333333333,0.35129214624639454,440,667,245.8,215.97129438886083,597.3333333333334,0.3186909090909091,F,74.0,182.0,0
ervinla01w,10,CON,21,13,2,13,200.46153846153845,87.6923076923077,45.69230769230769,498.2307692307692,0.378864623547476,561,843,333.84615384615387,274.28083119127075,751.6666666666666,0.4023467654778447,F,76.0,171.0,0
fallotr01w,2,PHO,20,12,4,14,160.21428571428572,63.857142857142854,33.214285714285715,458.92857142857144,0.30498430833798895,608,881,257.2857142857143,248.09068707025065,630.0,0.3491050583657588,G-F,75.0,165.0,0
feifesu01w,6,SAC,18,16,4,12,192.66666666666666,85.33333333333333,43.25,575.0,0.3116003288976525,494,782,321.25,233.00804707134043,621.0,0.33507246376811595,G,73.0,162.0,0
ferdima01w,2,UTA,18,14,5,14,172.35714285714286,77.14285714285714,37.285714285714285,457.14285714285717,0.3239130260047941,543,930,286.7857142857143,281.01715758498244,727.0,0.37703125,G,69.0,153.0,0
fernama01w,8,LAS,25,9,1,14,183.92857142857142,85.85714285714286,43.57142857142857,487.5,0.31389902474353815,680,1111,313.35714285714283,291.40022890621316,735.6666666666666,0.3772893772893773,G,71.0,138.0,0
flukety01w,7,CHA,6,28,6,16,130.9375,57.8125,30.8125,434.0625,0.2526253005145256,421,624,219.5625,206.455150496825,586.0,0.30165586753059753,C,77.0,209.0,0
fordch01w,4,DET,9,23,8,15,140.93333333333334,71.93333333333334,31.866666666666667,430.0,0.29079944422963755,474,782,244.73333333333332,210.51686958757577,561.3333333333334,0.32775193798449614,F,75.0,198.0,1
fordst01w,2,NYL,20,12,1,13,165.23076923076923,72.3076923076923,36.69230769230769,494.2307692307692,0.3165775122449202,427,702,274.2307692307692,252.436511439396,605.0,0.33431906614785994,F,74.0,185.0,0
fowlesy01w,9,CHI,14,20,6,14,180.35714285714286,83.21428571428571,42.642857142857146,498.2142857142857,0.3373671999106026,544,844,306.2142857142857,256.7297826873254,662.3333333333334,0.36200716845878134,C,78.0,200.0,0
frankaq01w,9,SAC,19,15,3,12,194.25,93.91666666666667,42.25,535.4166666666666,0.31712323935373926,436,697,330.4166666666667,243.3125406226371,634.6666666666666,0.3628015564202335,G,64.0,154.0,0
frazeme01w,10,SAS,24,10,1,12,191.83333333333334,81.83333333333333,45.25,495.3333333333333,0.2762932885628574,582,837,318.9166666666667,330.1243452599843,812.3333333333334,0.3872812920592194,F,75.0,191.0,0
friertr01w,5,SEA,18,16,5,14,170.57142857142858,76.71428571428571,39.142857142857146,489.2857142857143,0.2815831485183161,698,1067,286.42857142857144,306.24944942762795,759.6666666666666,0.34861313868613136,F,74.0,186.0,0
frohlli01w,3,NYL,21,11,2,15,144.13333333333333,61.0,36.86666666666667,426.6666666666667,0.3593292999729277,489,780,242.0,259.8342878506552,618.3333333333334,0.3378125,F-C,75.0,185.0,0
futreca01w,5,CON,18,16,3,11,216.72727272727272,99.54545454545455,47.27272727272727,625.0,0.3153931857491523,548,785,363.54545454545456,261.1449266734331,721.6666666666666,0.3467636363636364,G,70.0,154.0,0
garcibe01w,3,DET,10,22,7,12,175.25,78.75,39.083333333333336,545.8333333333334,0.30698755808281514,376,596,293.0833333333333,159.28959238576837,487.0,0.32106870229007634,G,65.0,135.0,0
gardike01w,9,CON,18,16,3,13,205.76923076923077,94.0,47.61538461538461,532.6153846153846,0.3081194109187197,577,860,347.38461538461536,292.0655002054443,787.3333333333334,0.3863373772385904,F,73.0,168.0,0
gardnan01w,3,UTA,19,13,3,12,183.91666666666666,89.16666666666667,43.666666666666664,539.5833333333334,0.2572642926636363,439,802,316.75,284.0531720390648,670.3333333333334,0.3408494208494208,F-C,75.0,190.0,0
gearlka01w,8,SEA,18,16,4,14,188.85714285714286,82.0,36.714285714285715,485.7142857142857,0.2987810433526059,585,863,307.57142857142856,274.52748616366387,730.3333333333334,0.3888235294117647,G-F,73.0,184.0,0
gisseka01w,9,LAS,10,24,7,15,168.86666666666667,75.93333333333334,36.93333333333333,460.0,0.3417647250437131,327,540,281.73333333333335,185.1179032272084,510.3333333333333,0.3671014492753623,F,73.0,178.0,0
givench01w,9,DET,24,10,1,14,180.0,81.78571428571429,39.714285714285715,457.2857142857143,0.3148724551422505,553,833,301.5,297.0901831482773,729.0,0.3936269915651359,G,70.0,157.23376206973523,0
gomisem01w,7,NYL,18,16,3,15,154.4,64.93333333333334,33.2,461.6666666666667,0.24690730143374498,473,733,252.53333333333333,266.60186117308405,638.3333333333334,0.3344404332129964,G,71.0,134.0,0
goringi01w,8,WAS,18,16,4,12,228.91666666666666,91.66666666666667,48.0,570.8333333333334,0.37756854744442997,614,861,368.5833333333333,270.92785297040155,723.6666666666666,0.40102189781021896,C,79.0,225.0,0
gortmsh01w,3,MIN,12,20,6,12,157.83333333333334,73.58333333333333,31.25,479.1666666666667,0.28875530701089563,739,931,262.6666666666667,254.22407200711498,615.0,0.3293913043478261,G,70.0,158.0,0
granter01w,8,HOU,18,16,3,13,186.76923076923077,81.61538461538461,39.69230769230769,511.61538461538464,0.3165337493287574,482,780,308.0769230769231,260.56619809511665,698.3333333333334,0.3650578860321756,G,68.0,125.0,0
