year,tmID,confID,Actual_Rank,WeightedScore,Continuity,PrevWinPct,PrevPointsFor,PrevPointsAgainst,CoachWinPct
2,CHA,EA,4,0.2655906370956183,0.38461538461538464,0.25,2186,2429,0.25
2,CLE,EA,1,0.24252689752851836,0.8461538461538461,0.53125,2185,2122,0.53125
2,DET,EA,7,0.2503456049814404,0.5384615384615384,0.4375,2331,2426,0.4375
2,HOU,WE,4,0.3559576857405346,0.5833333333333334,0.84375,2475,2066,0.84375
2,IND,EA,6,0.26014908264348197,0.4666666666666667,0.28125,2213,2290,0.28125
2,LAS,WE,1,0.30960231620909057,0.6363636363636364,0.875,2417,2169,0.875
2,MIA,EA,3,0.193845025842096,0.46153846153846156,0.40625,1831,2001,0.40625
2,MIN,WE,6,0.2681369226913919,0.38461538461538464,0.46875,2193,2188,0.46875
2,NYL,EA,2,0.24607205083254177,0.5384615384615384,0.625,2148,2035,0.625
2,ORL,EA,5,0.261720024320264,0.6153846153846154,0.5,2208,2233,0.5
2,PHO,WE,5,0.2899862744105158,0.7142857142857143,0.625,2243,2102,0.625
2,POR,WE,7,0.21749573986992612,0.5833333333333334,0.3125,2155,2303,0.3125
2,SAC,WE,2,0.32386502977917525,0.6666666666666666,0.65625,2343,2176,0.65625
2,SEA,WE,8,0.16388467244475102,0.5714285714285714,0.1875,1822,2171,0.1875
2,UTA,WE,3,0.3054595710562255,0.5714285714285714,0.5625,2413,2407,0.5625
2,WAS,EA,8,0.2659320684407431,0.5384615384615384,0.4375,2176,2221,0.4375
3,CHA,EA,2,0.23354155487487974,0.8333333333333334,0.5625,2055,2009,0.40625
3,CLE,EA,7,0.24511945800869286,0.6,0.6875,2004,1788,0.609375
3,DET,EA,8,0.2083694306912523,0.5833333333333334,0.3125,2103,2269,0.375
3,HOU,WE,2,0.25227489924465857,0.7272727272727273,0.59375,2047,1994,0.71875
3,IND,EA,4,0.2389630806548572,0.5384615384615384,0.3125,2153,2249,0.296875
3,LAS,WE,1,0.3168584610368443,0.6363636363636364,0.875,2441,2166,0.875
3,MIA,EA,6,0.23510801190208194,0.5,0.625,1957,1898,0.515625
3,MIN,WE,8,0.25512482996917796,0.8333333333333334,0.375,2077,2156,0.421875
3,NYL,EA,1,0.26746458808330037,0.5333333333333333,0.65625,2162,2082,0.640625
3,ORL,EA,5,0.26014306653983066,0.8333333333333334,0.40625,2140,2205,0.453125
3,PHO,WE,7,0.24244393672127362,0.4444444444444444,0.40625,2064,2169,0.515625
3,POR,WE,5,0.2108065276350168,0.8461538461538461,0.34375,2088,2202,0.328125
3,SAC,WE,6,0.2982774658145428,0.6923076923076923,0.625,2294,2139,0.6354166666666666
3,SEA,WE,4,0.21922843646199597,0.5384615384615384,0.3125,1921,2048,0.25
3,UTA,WE,3,0.26355286756367835,0.6666666666666666,0.59375,2207,2192,0.5833333333333334
3,WAS,EA,3,0.22353068810432217,0.6428571428571429,0.3125,1928,2075,0.3958333333333333
4,CHA,EA,2,0.27871448545196176,0.5384615384615384,0.5625,2241,2133,0.4583333333333333
4,CLE,EA,4,0.24684715168997737,0.5384615384615384,0.3125,2071,2140,0.5104166666666666
4,DET,EA,1,0.23915446436743765,0.4,0.28125,2114,2266,0.328125
4,HOU,WE,2,0.2792363010221868,0.42857142857142855,0.75,2072,1892,0.7291666666666666
4,IND,EA,5,0.29294125303588314,0.5384615384615384,0.5,2097,2129,0.3645833333333333
4,LAS,WE,1,0.30810086204815496,0.6153846153846154,0.78125,2452,2235,0.84375
4,MIN,WE,4,0.20045731104798525,0.6666666666666666,0.3125,2003,2104,0.3671875
4,NYL,EA,6,0.2525777134316337,0.6363636363636364,0.5625,2089,2015,0.6145833333333334
4,PHO,WE,7,0.22616897096505806,0.3333333333333333,0.34375,2091,2291,0.4296875
4,SAC,WE,3,0.2640777355628469,0.5714285714285714,0.4375,2166,2294,0.5859375
4,SEA,WE,5,0.27640328795512986,0.4666666666666667,0.53125,2188,2103,0.34375
4,WAS,EA,7,0.27137106630904195,0.6428571428571429,0.53125,2135,2116,0.4296875
5,CHA,EA,5,0.2391862610485108,0.6363636363636364,0.5294117647058824,2217,2195,0.47692307692307695
5,CON,EA,1,0.2688462498294758,0.45454545454545453,0.5294117647058824,2384,2409,0.5294117647058824
5,DET,EA,3,0.28813379610080825,0.6153846153846154,0.7352941176470589,2553,2395,0.41358024691358025
5,HOU,WE,6,0.2653935718556127,0.5,0.5882352941176471,2244,2142,0.6923076923076923
5,IND,EA,6,0.29919130835044894,0.5384615384615384,0.47058823529411764,2337,2321,0.3923076923076923
5,LAS,WE,1,0.28749205954055784,0.3333333333333333,0.7058823529411765,2499,2432,0.8076923076923077
5,MIN,WE,3,0.26634899903661985,0.36363636363636365,0.5294117647058824,2380,2370,0.4012345679012346
5,NYL,EA,2,0.25508005809138784,0.6666666666666666,0.47058823529411764,2243,2256,0.5769230769230769
5,PHO,WE,5,0.20491986291191175,0.2857142857142857,0.23529411764705882,2097,2270,0.3888888888888889
5,SAC,WE,4,0.2637766520510234,0.9090909090909091,0.5588235294117647,2299,2216,0.576530612244898
5,SAS,WE,7,0.22993616249144905,0.5454545454545454,0.35294117647058826,2215,2427,0.35294117647058826
5,SEA,WE,2,0.3164527667671049,0.42857142857142855,0.5294117647058824,2388,2274,0.3923076923076923
5,WAS,EA,4,0.2696033748483675,0.5,0.2647058823529412,2330,2498,0.3950617283950617
6,CHA,EA,6,0.2152400502848566,0.5,0.47058823529411764,2092,2168,0.47560975609756095
6,CON,EA,1,0.26244741415544126,0.7272727272727273,0.5294117647058824,2335,2304,0.5294117647058824
6,DET,EA,4,0.2759467016397956,0.6,0.5,2366,2381,0.42857142857142855
6,HOU,WE,3,0.2385513911797786,0.38461538461538464,0.38235294117647056,2177,2211,0.6280487804878049
6,IND,EA,2,0.2696169453184776,0.5833333333333334,0.4411764705882353,2198,2245,0.4024390243902439
6,LAS,WE,4,0.2943917781025026,0.6923076923076923,0.7352941176470589,2495,2361,0.7758620689655172
6,MIN,WE,6,0.23108648629218106,0.5833333333333334,0.5294117647058824,2165,2190,0.42346938775510207
6,NYL,EA,3,0.24358060373479698,0.75,0.5294117647058824,2252,2297,0.5606060606060606
6,PHO,WE,5,0.27220340978031293,0.5714285714285714,0.5,2300,2235,0.40816326530612246
6,SAC,WE,1,0.2800612727825102,0.5,0.5294117647058824,2312,2241,0.5695652173913044
6,SAS,WE,7,0.23799149155062546,0.26666666666666666,0.2647058823529412,2191,2364,0.3088235294117647
6,SEA,WE,2,0.299758548358649,0.5,0.5882352941176471,2437,2264,0.4329268292682927
6,WAS,EA,5,0.25180769684006343,0.6666666666666666,0.5,2325,2384,0.413265306122449
7,CHA,EA,6,0.19857519119640507,0.5,0.17647058823529413,2095,2335,0.3879310344827586
7,CON,EA,1,0.30489201947355715,0.8333333333333334,0.7647058823529411,2474,2244,0.6078431372549019
7,DET,EA,2,0.21998654720500663,0.5333333333333333,0.47058823529411764,2247,2287,0.43478260869565216
7,HOU,WE,3,0.2772890365405673,0.5714285714285714,0.5588235294117647,2309,2263,0.6161616161616161
7,IND,EA,3,0.24585943321601736,0.3333333333333333,0.6176470588235294,2170,2133,0.4393939393939394
7,LAS,WE,1,0.26641321349735564,0.42857142857142855,0.5,2326,2345,0.7133333333333334
7,MIN,WE,7,0.2275318916822633,0.4666666666666667,0.4117647058823529,2211,2288,0.4217391304347826
7,NYL,EA,5,0.25810861970931603,0.3333333333333333,0.5294117647058824,2316,2285,0.5560344827586207
7,PHO,WE,5,0.2769131132288724,0.4,0.47058823529411764,2361,2354,0.41739130434782606
7,SAC,WE,2,0.2741200254753731,0.6666666666666666,0.7352941176470589,2329,2093,0.5909090909090909
7,SAS,WE,6,0.212905960887329,0.5,0.20588235294117646,2141,2401,0.28823529411764703
7,SEA,WE,4,0.291347901520377,0.46153846153846156,0.5882352941176471,2498,2407,0.4595959595959596
7,WAS,EA,4,0.23510438055116273,0.46153846153846156,0.47058823529411764,2263,2305,0.4217391304347826
8,CHI,EA,6,0.24309053296628214,0.3333333333333333,0.14705882352941177,2322,2687,0.14705882352941177
8,CON,EA,3,0.3344753968762758,0.5714285714285714,0.7647058823529411,2683,2417,0.6470588235294118
8,DET,EA,1,0.28618917239824226,0.5384615384615384,0.6764705882352942,2527,2384,0.4659090909090909
8,HOU,WE,5,0.2852870563341688,0.5384615384615384,0.5294117647058824,2507,2449,0.603448275862069
8,IND,EA,2,0.29138020925636543,0.6666666666666666,0.6176470588235294,2435,2316,0.46551724137931033
8,LAS,WE,7,0.3247802869580376,0.5,0.7352941176470589,2575,2476,0.7155688622754491
8,MIN,WE,6,0.268423246683591,0.5454545454545454,0.29411764705882354,2523,2735,0.3926174496644295
8,NYL,EA,4,0.22727063125007568,0.5,0.3235294117647059,2372,2656,0.5263157894736842
8,PHO,WE,1,0.36287226182152515,0.4375,0.5294117647058824,2960,2879,0.4318181818181818
8,SAC,WE,3,0.2773959550907027,0.8,0.6176470588235294,2537,2404,0.5939597315436241
8,SAS,WE,2,0.2721819738617947,0.4,0.38235294117647056,2523,2603,0.30392156862745096
8,SEA,WE,4,0.35262743245978967,0.5714285714285714,0.5294117647058824,2644,2575,0.4698275862068966
8,WAS,EA,5,0.3080412297977739,0.8333333333333334,0.5294117647058824,2747,2657,0.4356060606060606
9,CHI,EA,5,0.2808488837132073,0.5,0.4117647058823529,2525,2611,0.27941176470588236
9,CON,EA,2,0.31281511065321094,0.23076923076923078,0.5294117647058824,2675,2593,0.6235294117647059
9,DET,EA,1,0.2893472373158868,0.42857142857142855,0.7058823529411765,2697,2540,0.49328859060402686
9,HOU,WE,5,0.27900933361254,0.5333333333333333,0.38235294117647056,2510,2628,0.575187969924812
9,IND,EA,4,0.28916143011111267,0.5833333333333334,0.6176470588235294,2480,2370,0.4849624060150376
9,LAS,WE,3,0.25438954935232827,0.4,0.29411764705882354,2533,2708,0.6766304347826086
9,MIN,WE,7,0.3165156621394489,0.5,0.29411764705882354,2636,2752,0.3825301204819277
9,NYL,EA,3,0.24214905545274068,0.6428571428571429,0.47058823529411764,2413,2501,0.52
9,PHO,WE,6,0.36453377185532587,0.5384615384615384,0.6764705882352942,3025,2904,0.4597315436241611
9,SAC,WE,4,0.2815556442941597,0.75,0.5588235294117647,2527,2480,0.5903614457831325
9,SAS,WE,1,0.2802793946038057,0.6,0.5882352941176471,2517,2484,0.3445378151260504
9,SEA,WE,2,0.3690663686995332,0.42857142857142855,0.5,2734,2647,0.47368421052631576
9,WAS,EA,6,0.2639032875205892,0.4666666666666667,0.47058823529411764,2585,2639,0.4427710843373494
10,ATL,EA,2,0.2484184253508507,0.35714285714285715,0.11764705882352941,2534,2879,0.11764705882352941
10,CHI,EA,5,0.3022724518757694,0.5384615384615384,0.35294117647058826,2472,2510,0.30392156862745096
10,CON,EA,6,0.3207563989409367,0.6153846153846154,0.6176470588235294,2690,2541,0.6225490196078431
10,DET,EA,3,0.30796784712187864,0.47368421052631576,0.6470588235294118,2672,2522,0.5090361445783133
10,IND,EA,1,0.27138271294023264,0.4,0.5,2473,2457,0.4866666666666667
10,LAS,WE,3,0.3332932818518955,0.3333333333333333,0.5882352941176471,2598,2523,0.6691542288557214
10,MIN,WE,5,0.3174779948318142,0.26666666666666666,0.47058823529411764,2767,2721,0.3907103825136612
10,NYL,EA,7,0.28491459628876264,0.6923076923076923,0.5588235294117647,2573,2538,0.5239520958083832
10,PHO,WE,1,0.36986681725295245,0.5,0.47058823529411764,3010,3009,0.4608433734939759
10,SAC,WE,6,0.27744364188204723,0.6153846153846154,0.5294117647058824,2545,2571,0.5846994535519126
10,SAS,WE,4,0.3346553345792046,0.5833333333333334,0.7058823529411765,2546,2418,0.3897058823529412
10,SEA,WE,2,0.2941498443525839,0.5,0.6470588235294118,2493,2406,0.49333333333333335
10,WAS,EA,4,0.23423557372420975,0.4375,0.29411764705882354,2368,2601,0.4175
